customer,age,regionType,marriageStatus,children,income,numHandsets,handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1082866,30.0,suburban,yes,True,4,1,201.0,False,0.0,D,False,True,84.92,688.25,44.99,141.75,0.0,12.255,2.3474,104.17,9.0,1.33,0.9789473679999999,2.38061102,9.0,7,0.0,0,0,0,False
1024399,,suburban,unknown,False,0,1,683.0,True,0.0,F,True,False,13.52,14.0,10.0,8.75,0.0,0.14,0.0234,0.07,1.33,0.0,7.0,-5.354644311,0.0,22,0.0,0,0,0,True
1052014,36.0,suburban,yes,True,6,1,483.0,True,0.0,B,False,True,11.67,146.5,10.0,0.0,0.0,1.65,0.1106,43.38,12.33,7.33,1.228889841,16.94115529,5.33,16,0.0,0,0,0,True
1097223,34.0,,unknown,False,6,1,191.0,True,0.0,C,False,True,77.37,772.0,41.28,85.75,0.8,-1.74,-0.6826,81.72,2.67,0.67,1.2574097359999998,-3.821695606,7.0,7,0.0,0,0,0,False
1028523,52.0,suburban,no,False,0,1,579.0,True,0.0,B,True,False,29.32,275.25,30.0,16.25,0.56,-1.125,-0.1048,61.59,34.0,11.0,1.0301825409999998,-3.2196344939999997,3.0,19,0.0,0,0,0,True
1093212,50.0,,unknown,False,6,1,228.0,True,0.0,D,True,True,30.0,137.25,37.66,0.0,0.0,3.375,0.4858,10.5,0.33,0.0,0.880023995,8.648757551000001,1.0,8,2.67,0,0,0,True
1031741,48.0,,yes,True,4,1,736.0,False,0.0,B,False,True,30.0,182.5,30.0,0.0,0.0,1.41,-0.0002,1.47,0.33,0.0,0.92217534,1.934313819,17.0,25,0.0,0,0,0,True
1060654,24.0,,no,False,7,1,486.0,True,0.0,C,True,True,29.99,0.0,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.895380885,0.0,16,0.0,0,0,0,True
1028011,,,unknown,False,0,1,691.0,False,0.0,B,True,False,37.03,392.0,44.99,6.25,1.6,1.42,0.2272,58.9,7.67,4.33,1.314722222,-11.65799818,8.0,23,2.0,0,0,0,True
1064800,,,unknown,False,0,1,355.0,False,0.0,C,True,False,31.23,80.5,29.99,0.0,0.0,1.77,-0.005,0.0,0.0,0.0,0.0,8.660161105,0.0,12,0.0,0,0,0,True
1079608,,rural,unknown,False,0,1,318.0,True,0.0,G,True,False,51.93,14.75,49.99,0.0,1.94,0.185,0.0002,0.88,0.0,0.0,0.835,9.021059722999999,3.67,11,1.0,0,0,0,True
1048031,,suburban,unknown,False,0,2,6.0,True,79.99,G,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.987428311,0.0,15,0.0,1,0,0,False
1046592,52.0,suburban,yes,True,9,1,531.0,True,0.0,B,False,True,50.43,317.0,49.99,0.0,0.2,-3.68,-0.0088,2.6,2.0,0.0,1.09375,-11.96166518,3.33,18,0.0,1,1,0,True
1026530,,,unknown,False,0,3,459.0,True,129.99,A,True,False,53.2,438.5,34.98,44.5,0.59,3.15,0.5196,0.0,0.0,0.0,0.0,3.263899482,0.0,26,0.0,0,0,0,False
1088021,,,unknown,False,0,1,343.0,True,0.0,C,True,False,49.99,758.5,69.99,0.0,0.0,-15.17,0.0,151.93,13.0,2.67,0.883218842,6.436772008999999,53.33,12,3.67,0,0,0,False
1054844,,,unknown,False,0,2,209.0,True,149.99,B,True,False,146.02,1912.75,119.99,112.5,0.0,-2.775,-0.28300000000000003,536.66,98.33,31.33,2.663565105,-12.07634183,17.0,18,0.0,0,0,0,False
1021801,60.0,suburban,yes,True,9,1,825.0,True,0.0,A,False,True,8.75,5.0,11.21,0.0,0.0,0.06,0.025,2.14,0.0,0.0,0.0,10.00418454,0.0,28,0.0,0,0,0,True
1047006,,,unknown,False,0,1,527.0,True,0.0,E,True,False,52.06,734.5,59.99,0.0,0.0,3.03,0.124,249.68,15.33,0.67,1.103214286,-4.881582278,11.67,18,0.33,0,0,1,True
1079335,,,unknown,False,0,1,212.0,True,0.0,G,True,False,40.28,94.75,54.83,0.0,0.0,-0.035,-0.2058,6.68,10.0,2.0,1.076923077,-29.25089631,1.67,7,0.0,0,0,1,False
1077945,44.0,rural,yes,True,3,1,279.0,True,0.0,B,False,True,34.99,620.5,44.99,0.0,0.0,-3.91,0.0,197.24,18.67,2.67,0.407985075,7.863861995,20.0,9,0.67,0,0,0,False
1091574,48.0,town,no,False,4,1,308.0,True,0.0,B,False,True,40.19,1459.25,49.99,0.5,0.0,1.155,-0.004,83.56,20.0,13.33,0.28278073800000003,4.924190576,11.67,11,1.33,0,0,0,True
1055252,,,unknown,False,0,1,348.0,True,0.0,C,True,False,59.19,566.5,69.99,0.5,0.8,4.41,0.0174,102.33,30.33,14.0,1.926866652,-3.239409872,7.67,11,1.33,0,0,0,True
1096865,50.0,suburban,unknown,False,4,2,188.0,True,9.99,E,False,True,46.92,234.0,29.03,56.0,0.0,10.46,2.628,0.0,0.0,0.0,0.0,12.31591087,0.67,7,0.67,0,0,0,False
1017593,42.0,town,yes,False,5,3,456.0,True,149.99,E,False,True,115.8,1172.75,118.38,0.0,0.0,-2.835,-0.6274,344.68,99.0,18.0,5.042472438,-1.84231584,15.0,29,4.0,0,0,0,False
1017383,44.0,,unknown,False,6,3,480.0,True,29.99,C,False,True,59.81,841.5,10.0,199.25,0.0,6.53,0.8788,532.44,29.0,73.33,1.8437662559999999,4.383060452,11.0,25,2.33,0,0,0,True
1032700,56.0,rural,yes,True,5,2,558.0,True,149.99,C,False,True,45.95,220.75,30.0,3.5,14.73,3.345,0.2636,34.43,22.0,2.33,1.170117012,-1.774429575,4.0,21,0.0,0,0,0,True
1077970,58.0,,yes,True,7,1,265.0,True,0.0,A,False,True,13.19,516.25,10.0,11.75,0.0,0.955,0.0614,0.0,0.0,0.0,0.0,20.14215183,0.0,9,0.0,0,0,0,False
1083065,22.0,,no,False,3,1,263.0,True,0.0,B,True,True,73.39,1951.5,69.99,22.0,0.0,3.41,0.3498,504.95,101.0,51.67,0.331224774,-1.104736787,87.0,9,1.0,0,0,0,False
1059599,34.0,,unknown,False,6,1,322.0,True,0.0,C,False,True,65.36,27.75,31.36,0.0,0.0,-0.555,-0.8424,0.79,1.0,0.0,1.5,-12.61331947,2.33,11,0.0,0,0,0,True
1078038,46.0,town,yes,True,4,1,325.0,True,0.0,A,False,True,10.55,367.75,10.0,0.0,0.55,-7.355,-0.011000000000000001,88.54,56.0,12.0,0.674642857,3.410756521,23.67,11,0.0,0,0,0,True
1076216,,,unknown,False,0,1,286.0,True,0.0,C,True,False,38.99,1064.25,44.99,0.0,0.0,-6.645,0.0,50.85,13.33,5.0,0.639344262,-8.480665326,2.33,9,0.0,0,0,0,True
1022340,,,unknown,False,0,1,649.0,True,0.0,E,True,False,45.6,114.75,34.98,24.25,0.0,-1.515,-0.2124,0.41,10.0,0.0,4.320600273,-21.47298253,3.0,21,1.0,0,0,0,True
1053587,,,unknown,False,9,2,341.0,True,59.99,B,False,True,36.18,132.75,44.99,0.0,1.19,-0.995,-0.0238,3.14,1.33,0.0,1.104375,3.516445772,5.33,14,0.0,0,0,0,False
1042205,64.0,,no,False,6,1,573.0,True,0.0,B,False,True,29.99,14.75,29.99,0.0,0.0,0.345,0.0,0.0,0.0,0.0,3.007518797,0.9136179720000001,1.33,19,0.0,0,0,0,False
1014936,66.0,suburban,yes,False,6,1,857.0,True,0.0,A,False,True,30.0,175.5,30.0,0.0,0.0,0.99,0.0,2.19,3.33,0.0,1.5695833330000002,-17.04197398,6.67,29,12.0,0,0,0,True
1012055,50.0,suburban,yes,True,9,3,207.0,True,149.99,A,False,True,133.39,709.0,79.99,194.0,0.0,3.9,0.3076,147.09,36.33,10.67,1.9558286280000001,-3.7912546330000003,16.0,29,0.0,1,1,0,False
1007241,46.0,,no,False,4,2,738.0,True,29.99,C,False,True,58.49,1194.25,54.99,0.0,0.0,-3.305,0.0148,18.1,19.67,0.0,2.255667946,11.74602106,6.67,33,1.0,0,0,0,False
1022907,58.0,rural,unknown,False,6,4,316.0,True,9.99,C,True,True,50.25,320.5,50.0,0.0,0.0,-0.97,-0.005,37.19,25.0,4.0,3.010433649,-3.820025673,9.0,27,0.0,0,0,0,True
1056691,,,unknown,False,0,1,338.0,True,0.0,G,True,False,36.19,214.25,29.99,0.0,0.83,-2.125,-0.124,22.63,14.0,0.0,0.966482319,-6.977063515,6.33,11,0.67,0,0,0,True
1099025,62.0,unknown,unknown,False,9,1,1087.0,False,0.0,A,False,True,30.08,4.25,30.0,0.0,0.0,-0.085,-0.0014,0.0,0.33,0.0,3.0,-14.66819295,0.0,36,0.0,0,0,0,True
1080323,,,unknown,False,0,1,270.0,True,0.0,C,True,False,33.03,277.25,38.74,0.0,0.0,2.375,-0.6102,17.84,10.0,0.33,1.236451613,16.27512326,5.67,9,0.0,0,0,0,True
1017558,50.0,suburban,yes,True,7,1,706.0,True,0.0,B,False,True,56.79,379.0,49.99,0.0,0.0,-0.22,0.0128,80.14,6.67,3.0,1.285714286,6.717595638,20.33,23,2.0,0,0,0,True
1010187,,,unknown,False,0,3,86.0,True,9.99,A,True,False,76.66,536.25,85.0,6.25,0.1,-0.385,-0.0332,48.28,67.0,11.67,2.968816442,-2.466160715,39.67,31,0.0,0,0,2,True
1035986,,town,unknown,False,0,2,172.0,True,149.99,C,True,False,233.02,1115.25,43.9,556.75,0.0,6.995,1.3794,410.34,110.0,48.67,2.178091603,-13.99487053,19.33,21,0.67,0,0,0,False
1092698,48.0,,yes,True,6,1,234.0,True,0.0,D,False,True,153.64,693.5,44.99,283.5,0.0,-10.41,-2.293,67.68,17.67,0.0,2.6771875,8.59366754,7.67,8,9.67,0,0,0,True
1016462,,,unknown,False,0,1,783.0,True,0.0,F,True,False,132.66,736.5,49.99,270.75,0.0,2.75,0.6464,185.55,54.67,20.67,0.626615493,2.192333513,15.67,26,0.33,0,0,0,False
1066585,,,unknown,False,0,1,451.0,True,0.0,B,True,False,154.31,582.5,50.07,266.5,2.34,-11.53,-2.0396,0.0,0.0,0.0,0.0,4.273366438,0.0,15,0.0,0,0,0,True
1026729,48.0,suburban,yes,False,6,8,139.0,True,149.99,C,False,True,66.04,1355.25,79.99,12.75,0.95,-18.445,-0.0934,209.52,34.0,21.67,1.042662245,-10.08175917,4.67,26,8.33,0,0,3,True
1008049,32.0,suburban,no,False,9,2,434.0,True,29.99,D,False,True,39.8,316.0,44.99,13.75,0.0,-0.5,-0.0962,40.96,9.67,3.67,1.852225227,-5.331539117,3.67,32,5.67,0,0,0,True
1029217,50.0,,no,False,5,4,360.0,True,99.99,E,False,True,71.59,492.25,42.25,55.5,0.0,5.435,1.0448,88.04,51.67,0.0,1.083071591,-2.211957836,6.33,19,0.0,0,0,0,True
1084034,44.0,suburban,yes,False,4,2,18.0,True,149.99,G,False,True,49.05,371.0,52.49,8.0,0.2,2.5,0.0034,81.24,22.0,2.33,1.204632004,0.480152154,11.33,11,0.33,0,0,0,True
1088639,42.0,,no,False,5,1,336.0,True,0.0,C,False,True,62.34,705.0,44.99,67.75,0.0,-2.58,-0.2472,328.52,14.33,3.67,0.643724422,8.658243639,12.67,12,0.0,0,0,0,True
1030854,58.0,suburban,yes,True,7,2,30.0,True,79.99,B,False,False,29.99,60.5,29.99,0.0,0.0,0.69,0.0,15.51,0.67,0.0,1.904285714,-14.21034115,4.33,23,0.0,0,0,0,True
1055420,20.0,,no,False,1,1,409.0,True,0.0,C,True,True,192.01,1084.5,57.64,190.25,0.0,4.03,-2.4314,219.14,114.33,51.33,1.09197816,-19.52908876,29.33,13,5.33,0,0,0,True
1049364,68.0,suburban,yes,False,6,1,396.0,True,0.0,B,False,True,54.93,415.0,59.99,0.0,0.0,-0.5,-0.0338,65.12,12.67,2.67,3.672044366,2.476505004,7.0,13,0.0,0,0,0,False
1064594,62.0,suburban,yes,False,9,1,294.0,False,0.0,B,False,True,60.86,467.0,10.0,164.25,0.0,2.3,0.7444,101.37,21.33,4.0,1.625,-6.807691491,12.67,10,0.0,0,0,0,True
1021926,34.0,,no,False,1,3,112.0,True,9.99,D,False,True,38.82,669.0,35.99,0.0,0.0,-3.26,0.0214,304.77,12.67,3.33,1.6021380619999999,-7.698327112,44.67,28,0.0,0,0,0,False
1076985,32.0,town,unknown,False,6,4,190.0,True,99.99,B,False,True,38.22,495.25,44.99,0.25,2.89,2.335,0.1478,37.73,13.67,0.0,0.540322581,-9.142711242,37.67,11,8.0,0,0,0,True
1064539,26.0,suburban,unknown,False,6,1,464.0,True,0.0,B,False,True,49.43,441.5,40.07,18.5,0.0,-4.19,-0.1492,85.49,42.0,20.33,2.601213551,-9.765765736,18.33,16,0.0,0,0,0,False
1072035,,,unknown,False,0,1,245.0,True,0.0,E,True,False,118.67,865.0,50.24,86.5,10.31,10.36,4.0089999999999995,240.73,37.67,21.67,0.77793359,11.04175291,12.0,8,16.0,0,0,0,False
1025493,28.0,,no,False,1,3,430.0,True,9.99,B,True,False,54.57,725.25,52.49,10.5,0.0,-0.525,-0.0696,149.37,37.0,3.33,1.990519315,5.689562293,7.0,26,1.33,0,0,0,False
1006002,,,no,False,2,3,89.0,True,9.99,A,True,False,36.81,190.0,34.99,0.25,0.0,-0.46,-0.0274,60.06,10.0,0.67,1.845377693,2.872572735,25.33,38,0.0,1,0,0,True
1043616,46.0,,unknown,True,6,4,53.0,True,79.99,B,False,True,52.49,831.0,54.99,15.75,0.1,-1.38,0.2162,192.2,97.67,32.33,0.797870968,8.374590777,15.67,15,1.33,0,0,0,True
1096031,,suburban,unknown,False,0,1,228.0,True,0.0,C,True,False,78.96,315.5,37.01,66.25,0.0,-6.31,-0.8794,45.42,14.33,8.0,1.4140322580000002,6.629905164,5.0,8,10.67,0,0,0,True
1090001,32.0,,yes,False,3,1,216.0,True,0.0,B,False,True,30.84,136.75,29.99,1.25,0.1,0.965,0.0232,5.41,1.33,0.33,2.194586686,-1.8030265140000001,12.33,7,1.33,0,0,0,True
1061636,,,unknown,False,0,2,19.0,False,9.99,E,True,False,30.58,285.5,29.99,0.0,0.0,-3.27,0.008,41.66,34.33,1.0,1.70754386,3.9814549660000003,18.33,12,0.33,0,0,0,False
1045111,,,unknown,False,0,2,,False,149.99,B,True,False,80.87,1561.75,74.99,0.0,0.0,-3.195,-0.1176,342.32,61.0,15.33,1.354580797,4.531914721000001,28.67,20,1.33,0,0,3,False
1036863,42.0,suburban,yes,True,9,2,686.0,True,79.99,B,False,True,36.76,173.25,32.49,0.0,0.8,-0.165,0.0196,13.13,17.0,7.0,3.541875,-8.087153812999999,1.33,23,0.0,0,0,0,False
1017380,46.0,suburban,yes,True,6,1,709.0,True,0.0,A,False,True,174.51,912.0,50.0,403.5,0.52,-3.7,-1.1282,487.33,19.67,10.67,2.5367774819999998,-16.80901887,8.33,23,2.33,0,0,0,False
1040991,52.0,suburban,unknown,False,3,2,74.0,True,29.99,D,False,True,64.41,257.5,29.99,119.75,0.0,2.81,0.7958,1.09,1.67,0.0,1.507836991,0.505351284,3.67,18,0.0,0,0,0,False
1057449,28.0,,unknown,False,9,1,395.0,True,0.0,B,True,True,31.72,267.5,39.99,0.0,0.0,-0.67,0.0248,11.1,5.67,0.0,2.0215194,8.298091877000001,6.33,13,3.67,0,0,0,True
1020313,44.0,,no,False,5,1,785.0,True,0.0,G,False,True,34.91,74.25,38.86,8.25,0.0,3.075,0.895,11.12,2.0,0.33,1.363636364,-12.097734800000001,1.67,26,0.33,0,0,0,False
1005020,,,unknown,False,0,4,258.0,True,29.99,A,True,False,82.01,890.75,84.99,12.5,0.0,-15.795,-0.1206,209.84,41.33,54.33,1.8619975569999998,12.56805897,28.67,33,0.0,0,0,1,False
1083859,44.0,,yes,False,7,1,307.0,True,0.0,B,False,True,35.24,468.5,44.99,0.0,0.0,-3.95,-0.005,38.62,11.67,8.67,1.419014798,10.45609568,3.33,11,9.33,0,0,0,False
1076826,44.0,suburban,yes,True,7,1,330.0,True,0.0,A,False,True,39.63,1407.0,44.99,13.25,0.0,2.32,0.0682,426.51,73.33,32.0,0.391225451,13.01719109,13.67,11,5.0,0,0,0,True
1028625,26.0,,yes,True,5,1,641.0,False,0.0,C,False,True,30.25,124.0,30.0,0.0,0.0,-1.0,-0.005,30.76,22.33,3.67,4.1626331069999996,1.884331688,1.67,21,0.0,0,0,0,True
1007745,,rural,unknown,False,0,1,990.0,True,0.0,D,True,False,40.72,235.75,34.99,0.0,0.0,-1.835,-0.0036,16.86,18.67,0.0,0.535513838,-10.90487871,4.67,33,0.0,0,0,0,False
1010487,42.0,,unknown,False,8,1,1026.0,False,0.0,C,False,True,49.95,386.25,49.99,27.75,0.0,-1.225,-0.1992,13.98,13.67,2.33,2.7150909089999997,8.188904563,7.67,34,0.0,0,0,0,True
1043714,44.0,,no,False,6,1,451.0,True,0.0,E,False,True,40.05,158.25,30.0,8.5,0.52,-3.165,-0.076,37.83,10.0,3.33,1.196176471,2.732830138,11.67,15,0.33,0,0,0,False
1096263,,suburban,no,False,3,1,219.0,True,0.0,D,False,True,76.9,1229.25,75.2,19.25,0.0,4.455,-0.0382,267.14,106.0,75.67,1.17365762,-8.943836836000001,23.33,8,17.0,0,0,0,False
1072245,,,unknown,False,0,1,306.0,True,0.0,C,True,False,29.99,233.25,39.99,0.0,0.0,1.915,0.0,0.0,0.0,0.0,0.0,5.913660799,0.0,10,0.0,0,0,0,False
1014826,,rural,unknown,False,0,2,433.0,True,29.99,C,True,False,65.89,297.5,59.99,53.0,0.0,4.43,0.948,48.07,9.67,2.33,1.398193999,13.7642149,4.33,27,0.0,0,0,0,False
1000807,52.0,suburban,no,True,9,3,505.0,True,9.99,A,False,True,91.15,1072.5,75.0,0.0,8.75,0.49,-0.2636,320.67,33.67,7.33,1.90937598,-0.5509418629999999,19.0,48,0.0,0,0,0,False
1040871,26.0,suburban,unknown,False,6,2,538.0,True,59.99,D,False,True,40.48,470.25,44.99,0.0,0.0,-1.585,-0.0052,51.14,28.33,5.67,0.333314917,6.589747528999999,7.33,18,2.67,0,0,0,False
1048095,26.0,town,unknown,True,5,3,83.0,True,149.99,D,False,True,150.53,941.75,99.47,0.0,0.0,3.125,-1.1514,341.26,60.33,15.33,2.891920142,-5.741314339,19.67,13,1.67,0,0,1,False
1068419,40.0,town,unknown,True,3,3,222.0,True,9.99,E,False,True,30.9,41.75,39.99,0.0,0.2,-0.415,-0.0152,8.48,1.67,0.0,21.0,1.898265174,0.0,15,0.0,0,0,0,False
1017897,48.0,suburban,no,False,9,1,764.0,False,0.0,A,False,True,37.83,52.75,32.49,0.0,2.35,-0.655,-0.047,0.0,0.0,0.0,0.36239782,0.001536265,1.0,25,0.0,0,0,0,True
1039673,42.0,suburban,yes,True,7,1,490.0,False,0.0,A,False,True,11.25,379.25,10.0,5.0,0.0,1.435,-0.035,17.37,8.0,1.33,0.310318076,-4.28029302,3.33,16,0.0,0,0,0,False
1070385,,,no,False,1,2,236.0,True,29.99,G,False,True,54.24,432.25,59.99,0.0,0.0,0.915,-0.005,71.93,7.33,1.33,1.165405687,-5.06293071,4.67,14,0.0,0,0,2,False
1094284,,suburban,unknown,False,1,1,262.0,True,0.0,F,True,False,70.18,897.5,37.25,93.0,0.0,-15.57,-2.064,258.86,46.0,14.0,1.761358025,4.191634905,5.0,9,3.0,0,0,0,True
1093655,48.0,suburban,yes,True,1,2,89.0,True,199.99,D,False,True,84.39,722.0,49.99,111.0,0.0,-3.16,-0.888,222.15,76.67,88.33,1.7644954130000001,-8.367671168,18.33,8,1.67,0,0,1,False
1039992,40.0,suburban,yes,False,6,1,548.0,True,0.0,B,False,True,37.29,306.0,32.49,16.0,0.0,-1.78,-0.096,153.59,3.33,3.0,0.243461538,-3.152377786,0.67,18,0.0,0,0,0,True
1072825,,suburban,unknown,False,0,2,290.0,True,149.99,B,True,False,53.27,935.5,69.99,42.25,1.1,-4.41,-0.038,271.28,37.67,9.33,1.245186414,-0.39026955799999996,12.0,12,8.0,0,0,0,True
1050466,,suburban,unknown,False,0,1,388.0,True,0.0,C,True,False,119.41,551.0,54.99,17.5,65.1,1.46,0.2696,27.55,17.0,0.0,0.967213115,6.95817675,3.0,13,0.0,0,0,0,True
1011707,24.0,rural,no,False,4,4,114.0,True,129.99,A,False,True,63.41,1618.25,49.99,48.5,0.8,-8.345,0.207,397.08,97.33,35.67,0.511165836,1.9482970990000001,44.0,33,0.0,0,0,0,True
1029155,48.0,suburban,yes,True,9,2,340.0,True,59.99,B,False,True,52.22,560.75,59.99,0.0,0.74,1.765,-0.0446,99.55,28.0,8.67,0.80125,-5.85981852,11.33,23,0.67,0,0,0,True
1043989,42.0,town,yes,True,6,2,16.0,True,149.99,B,False,True,54.29,278.0,45.0,22.75,0.0,2.32,0.2024,50.09,23.33,6.67,1.68520391,9.02185878,9.33,19,1.0,1,1,0,False
1057825,,,unknown,False,0,2,150.0,True,59.99,B,True,False,30.0,412.0,30.0,0.0,0.0,0.84,0.0,99.67,0.0,2.0,1.119319454,-16.13820783,13.0,17,8.33,0,0,0,False
1065550,44.0,,yes,True,5,1,397.0,True,0.0,G,False,True,36.12,345.25,39.99,17.5,0.0,4.495,0.3676,0.0,0.0,0.0,0.0,4.831786733,0.0,14,0.0,0,0,0,True
1057162,34.0,,unknown,False,6,4,202.0,True,29.99,C,False,True,94.5,1428.75,74.99,42.5,0.0,-21.715,-0.3902,576.39,52.0,7.33,1.325739776,4.500640968,26.0,13,15.0,1,0,0,True
1000228,60.0,,no,False,6,2,669.0,False,29.99,C,False,True,56.49,355.0,55.0,0.0,0.0,-3.42,-0.0296,205.77,2.0,1.67,3.056829268,-3.4531348860000004,9.33,49,0.0,0,0,0,True
1067315,,,unknown,False,0,1,276.0,True,0.0,E,True,False,28.24,292.75,26.62,24.0,0.0,-5.475,-1.1346,2.81,2.0,0.0,7.367041199,8.36803117,7.0,9,0.67,0,0,0,False
1025860,,,unknown,False,0,2,344.0,False,29.99,C,True,False,56.68,233.25,59.99,0.0,0.0,-0.685,-0.009000000000000001,52.09,2.0,0.33,1.376314764,-0.35452972200000005,16.67,20,0.0,0,0,0,True
1091356,26.0,suburban,yes,False,4,1,311.0,True,0.0,C,False,True,181.27,1093.75,49.99,296.5,0.64,-3.555,-1.2836,249.1,34.67,14.33,1.562350235,-12.28155949,42.67,11,0.33,0,0,0,False
