age,avgBill,avgDroppedCalls,avgInCalls,avgMins,avgOutCalls,avgOverBundleMins,avgReceivedMins,avgRoamCalls,avgrecurringCharge,billAmountChangePct,callMinutesChangePct,children,churn,creditCard,creditRating,currentHandsetPrice,customer,handsetAge,homeOwner,income,lastMonthCustomerCareCalls,lifeTime,marriageStatus,newFrequentNumbers,numHandsets,numRetentionCalls,numRetentionOffersAccepted,peakOffPeakRatio,peakOffPeakRatioChangePct,percent,regionType,smartPhone
,53.2,0.0,0.0,438.5,0.0,44.5,0.0,0.59,34.98,0.5196,3.15,False,False,False,A,129.99,1026530,459.0,True,0,0.0,26,unknown,0,3,0,0,0.0,3.263899482,0.0,,True
,49.99,53.33,2.67,758.5,13.0,0.0,151.93,0.0,69.99,0.0,-15.17,False,False,False,C,0.0,1088021,343.0,True,0,3.67,12,unknown,0,1,0,0,0.883218842,6.4367720089999985,0.0,,True
,146.02,17.0,31.33,1912.75,98.33,112.5,536.66,0.0,119.99,-0.28300000000000003,-2.775,False,False,False,B,149.99,1054844,209.0,True,0,0.0,18,unknown,0,2,0,0,2.663565105,-12.07634183,0.0,,True
60.0,8.75,0.0,0.0,5.0,0.0,0.0,2.14,0.0,11.21,0.025,0.06,True,True,True,A,0.0,1021801,825.0,False,9,0.0,28,yes,0,1,0,0,0.0,10.00418454,0.411522633744856,suburban,True
,52.06,11.67,0.67,734.5,15.33,0.0,249.68,0.0,59.99,0.124,3.03,False,True,False,E,0.0,1047006,527.0,True,0,0.33,18,unknown,1,1,0,0,1.103214286,-4.881582278,0.0,,True
,40.28,1.67,2.0,94.75,10.0,0.0,6.68,0.0,54.83,-0.2058,-0.035,False,False,False,G,0.0,1079335,212.0,True,0,0.0,7,unknown,1,1,0,0,1.076923077,-29.25089631,0.0,,True
44.0,34.99,20.0,2.67,620.5,18.67,0.0,197.24,0.0,44.99,0.0,-3.91,True,False,True,B,0.0,1077945,279.0,False,3,0.67,9,yes,0,1,0,0,0.407985075,7.863861995,2.7777777777777777,rural,True
48.0,40.19,11.67,13.33,1459.25,20.0,0.5,83.56,0.0,49.99,-0.004,1.155,False,True,True,B,0.0,1091574,308.0,False,4,1.33,11,no,0,1,0,0,0.28278073800000003,4.924190576,1.0204081632653061,town,True
,59.19,7.67,14.0,566.5,30.33,0.5,102.33,0.8,69.99,0.0174,4.41,False,True,False,C,0.0,1055252,348.0,True,0,1.33,11,unknown,0,1,0,0,1.926866652,-3.239409872,0.0,,True
50.0,46.92,0.67,0.0,234.0,0.0,56.0,0.0,0.0,29.03,2.628,10.46,False,False,True,E,9.99,1096865,188.0,False,4,0.67,7,unknown,0,2,0,0,0.0,12.31591087,0.411522633744856,suburban,True
42.0,115.8,15.0,18.0,1172.75,99.0,0.0,344.68,0.0,118.38,-0.6274,-2.835,False,False,True,E,149.99,1017593,456.0,False,5,4.0,29,yes,0,3,0,0,5.042472438,-1.84231584,1.0204081632653061,town,True
44.0,59.81,11.0,73.33,841.5,29.0,199.25,532.44,0.0,10.0,0.8788,6.53,False,True,True,C,29.99,1017383,480.0,False,6,2.33,25,unknown,0,3,0,0,1.843766256,4.383060452,0.0,,True
56.0,45.95,4.0,2.33,220.75,22.0,3.5,34.43,14.73,30.0,0.2636,3.345,True,True,True,C,149.99,1032700,558.0,False,5,0.0,21,yes,0,2,0,0,1.170117012,-1.774429575,2.7777777777777777,rural,True
58.0,13.19,0.0,0.0,516.25,0.0,11.75,0.0,0.0,10.0,0.0614,0.955,True,False,True,A,0.0,1077970,265.0,False,7,0.0,9,yes,0,1,0,0,0.0,20.14215183,0.0,,True
22.0,73.39,87.0,51.67,1951.5,101.0,22.0,504.95,0.0,69.99,0.3498,3.41,False,False,True,B,0.0,1083065,263.0,True,3,1.0,9,no,0,1,0,0,0.331224774,-1.104736787,0.0,,True
34.0,65.36,2.33,0.0,27.75,1.0,0.0,0.79,0.0,31.36,-0.8424,-0.555,False,True,True,C,0.0,1059599,322.0,False,6,0.0,11,unknown,0,1,0,0,1.5,-12.61331947,0.0,,True
46.0,10.55,23.67,12.0,367.75,56.0,0.0,88.54,0.55,10.0,-0.011,-7.355,True,True,True,A,0.0,1078038,325.0,False,4,0.0,11,yes,0,1,0,0,0.674642857,3.410756521,1.0204081632653061,town,True
,38.99,2.33,5.0,1064.25,13.33,0.0,50.85,0.0,44.99,0.0,-6.645,False,True,False,C,0.0,1076216,286.0,True,0,0.0,9,unknown,0,1,0,0,0.639344262,-8.480665326,0.0,,True
,45.6,3.0,0.0,114.75,10.0,24.25,0.41,0.0,34.98,-0.2124,-1.515,False,True,False,E,0.0,1022340,649.0,True,0,1.0,21,unknown,0,1,0,0,4.320600273,-21.47298253,0.0,,True
,36.18,5.33,0.0,132.75,1.33,0.0,3.14,1.19,44.99,-0.0238,-0.995,False,False,True,B,59.99,1053587,341.0,False,9,0.0,14,unknown,0,2,0,0,1.104375,3.516445772,0.0,,True
64.0,29.99,1.33,0.0,14.75,0.0,0.0,0.0,0.0,29.99,0.0,0.345,False,False,True,B,0.0,1042205,573.0,False,6,0.0,19,no,0,1,0,0,3.007518797,0.913617972,0.0,,True
66.0,30.0,6.67,0.0,175.5,3.33,0.0,2.19,0.0,30.0,0.0,0.99,False,True,True,A,0.0,1014936,857.0,False,6,12.0,29,yes,0,1,0,0,1.5695833330000002,-17.04197398,0.411522633744856,suburban,True
50.0,133.39,16.0,10.67,709.0,36.33,194.0,147.09,0.0,79.99,0.3076,3.9,True,False,True,A,149.99,1012055,207.0,False,9,0.0,29,yes,0,3,1,1,1.955828628,-3.791254633,0.411522633744856,suburban,True
46.0,58.49,6.67,0.0,1194.25,19.67,0.0,18.1,0.0,54.99,0.0148,-3.305,False,False,True,C,29.99,1007241,738.0,False,4,1.0,33,no,0,2,0,0,2.255667946,11.74602106,0.0,,True
58.0,50.25,9.0,4.0,320.5,25.0,0.0,37.19,0.0,50.0,-0.005,-0.97,False,True,True,C,9.99,1022907,316.0,True,6,0.0,27,unknown,0,4,0,0,3.010433649,-3.820025673,2.7777777777777777,rural,True
,36.19,6.33,0.0,214.25,14.0,0.0,22.63,0.83,29.99,-0.124,-2.125,False,True,False,G,0.0,1056691,338.0,True,0,0.67,11,unknown,0,1,0,0,0.966482319,-6.977063515,0.0,,True
62.0,30.08,0.0,0.0,4.25,0.33,0.0,0.0,0.0,30.0,-0.0014,-0.085,False,True,True,A,0.0,1099025,1087.0,False,9,0.0,36,unknown,0,1,0,0,3.0,-14.66819295,33.33333333333333,unknown,False
,33.03,5.67,0.33,277.25,10.0,0.0,17.84,0.0,38.74,-0.6102,2.375,False,True,False,C,0.0,1080323,270.0,True,0,0.0,9,unknown,0,1,0,0,1.236451613,16.27512326,0.0,,True
50.0,56.79,20.33,3.0,379.0,6.67,0.0,80.14,0.0,49.99,0.0128,-0.22,True,True,True,B,0.0,1017558,706.0,False,7,2.0,23,yes,0,1,0,0,1.285714286,6.717595638,0.411522633744856,suburban,True
,76.66,39.67,11.67,536.25,67.0,6.25,48.28,0.1,85.0,-0.0332,-0.385,False,True,False,A,9.99,1010187,86.0,True,0,0.0,31,unknown,2,3,0,0,2.968816442,-2.466160715,0.0,,True
,233.02,19.33,48.67,1115.25,110.0,556.75,410.34,0.0,43.9,1.3794,6.995,False,False,False,C,149.99,1035986,172.0,True,0,0.67,21,unknown,0,2,0,0,2.178091603,-13.99487053,1.0204081632653061,town,True
48.0,153.64,7.67,0.0,693.5,17.67,283.5,67.68,0.0,44.99,-2.293,-10.41,True,True,True,D,0.0,1092698,234.0,False,6,9.67,8,yes,0,1,0,0,2.6771875,8.59366754,0.0,,True
,132.66,15.67,20.67,736.5,54.67,270.75,185.55,0.0,49.99,0.6464,2.75,False,False,False,F,0.0,1016462,783.0,True,0,0.33,26,unknown,0,1,0,0,0.626615493,2.192333513,0.0,,True
,154.31,0.0,0.0,582.5,0.0,266.5,0.0,2.34,50.07,-2.0396,-11.53,False,True,False,B,0.0,1066585,451.0,True,0,0.0,15,unknown,0,1,0,0,0.0,4.273366438,0.0,,True
48.0,66.04,4.67,21.67,1355.25,34.0,12.75,209.52,0.95,79.99,-0.0934,-18.445,False,True,True,C,149.99,1026729,139.0,False,6,8.33,26,yes,3,8,0,0,1.042662245,-10.08175917,0.411522633744856,suburban,True
32.0,39.8,3.67,3.67,316.0,9.67,13.75,40.96,0.0,44.99,-0.0962,-0.5,False,True,True,D,29.99,1008049,434.0,False,9,5.67,32,no,0,2,0,0,1.852225227,-5.331539117,0.411522633744856,suburban,True
50.0,71.59,6.33,0.0,492.25,51.67,55.5,88.04,0.0,42.25,1.0448,5.435,False,True,True,E,99.99,1029217,360.0,False,5,0.0,19,no,0,4,0,0,1.083071591,-2.211957836,0.0,,True
44.0,49.05,11.33,2.33,371.0,22.0,8.0,81.24,0.2,52.49,0.0034,2.5,False,True,True,G,149.99,1084034,18.0,False,4,0.33,11,yes,0,2,0,0,1.204632004,0.480152154,0.411522633744856,suburban,True
42.0,62.34,12.67,3.67,705.0,14.33,67.75,328.52,0.0,44.99,-0.2472,-2.58,False,True,True,C,0.0,1088639,336.0,False,5,0.0,12,no,0,1,0,0,0.643724422,8.658243639,0.0,,True
58.0,29.99,4.33,0.0,60.5,0.67,0.0,15.51,0.0,29.99,0.0,0.69,True,True,False,B,79.99,1030854,30.0,False,7,0.0,23,yes,0,2,0,0,1.904285714,-14.21034115,0.411522633744856,suburban,True
20.0,192.01,29.33,51.33,1084.5,114.33,190.25,219.14,0.0,57.64,-2.4314,4.03,False,True,True,C,0.0,1055420,409.0,True,1,5.33,13,no,0,1,0,0,1.09197816,-19.52908876,0.0,,True
68.0,54.93,7.0,2.67,415.0,12.67,0.0,65.12,0.0,59.99,-0.0338,-0.5,False,False,True,B,0.0,1049364,396.0,False,6,0.0,13,yes,0,1,0,0,3.672044366,2.476505004,0.411522633744856,suburban,True
62.0,60.86,12.67,4.0,467.0,21.33,164.25,101.37,0.0,10.0,0.7444,2.3,False,True,True,B,0.0,1064594,294.0,False,9,0.0,10,yes,0,1,0,0,1.625,-6.807691491,0.411522633744856,suburban,False
34.0,38.82,44.67,3.33,669.0,12.67,0.0,304.77,0.0,35.99,0.0214,-3.26,False,False,True,D,9.99,1021926,112.0,False,1,0.0,28,no,0,3,0,0,1.602138062,-7.698327112,0.0,,True
32.0,38.22,37.67,0.0,495.25,13.67,0.25,37.73,2.89,44.99,0.1478,2.335,False,True,True,B,99.99,1076985,190.0,False,6,8.0,11,unknown,0,4,0,0,0.540322581,-9.142711242,1.0204081632653061,town,True
26.0,49.43,18.33,20.33,441.5,42.0,18.5,85.49,0.0,40.07,-0.1492,-4.19,False,False,True,B,0.0,1064539,464.0,False,6,0.0,16,unknown,0,1,0,0,2.601213551,-9.765765736,0.411522633744856,suburban,True
,118.67,12.0,21.67,865.0,37.67,86.5,240.73,10.31,50.24,4.009,10.36,False,False,False,E,0.0,1072035,245.0,True,0,16.0,8,unknown,0,1,0,0,0.77793359,11.04175291,0.0,,True
28.0,54.57,7.0,3.33,725.25,37.0,10.5,149.37,0.0,52.49,-0.0696,-0.525,False,False,False,B,9.99,1025493,430.0,True,1,1.33,26,no,0,3,0,0,1.990519315,5.689562293,0.0,,True
,36.81,25.33,0.67,190.0,10.0,0.25,60.06,0.0,34.99,-0.0274,-0.46,False,True,False,A,9.99,1006002,89.0,True,2,0.0,38,no,0,3,1,0,1.845377693,2.872572735,0.0,,True
46.0,52.49,15.67,32.33,831.0,97.67,15.75,192.2,0.1,54.99,0.2162,-1.38,True,True,True,B,79.99,1043616,53.0,False,6,1.33,15,unknown,0,4,0,0,0.797870968,8.374590777,0.0,,True
,78.96,5.0,8.0,315.5,14.33,66.25,45.42,0.0,37.01,-0.8794,-6.31,False,True,False,C,0.0,1096031,228.0,True,0,10.67,8,unknown,0,1,0,0,1.4140322580000002,6.629905164,0.411522633744856,suburban,True
32.0,30.84,12.33,0.33,136.75,1.33,1.25,5.41,0.1,29.99,0.0232,0.965,False,True,True,B,0.0,1090001,216.0,False,3,1.33,7,yes,0,1,0,0,2.194586686,-1.803026514,0.0,,True
,30.58,18.33,1.0,285.5,34.33,0.0,41.66,0.0,29.99,0.008,-3.27,False,False,False,E,9.99,1061636,19.0,True,0,0.33,12,unknown,0,2,0,0,1.70754386,3.981454966,0.0,,False
,80.87,28.67,15.33,1561.75,61.0,0.0,342.32,0.0,74.99,-0.1176,-3.195,False,False,False,B,149.99,1045111,,True,0,1.33,20,unknown,3,2,0,0,1.354580797,4.531914721000001,0.0,,False
42.0,36.76,1.33,7.0,173.25,17.0,0.0,13.13,0.8,32.49,0.0196,-0.165,True,False,True,B,79.99,1036863,686.0,False,9,0.0,23,yes,0,2,0,0,3.541875,-8.087153812999999,0.411522633744856,suburban,True
46.0,174.51,8.33,10.67,912.0,19.67,403.5,487.33,0.52,50.0,-1.1282,-3.7,True,False,True,A,0.0,1017380,709.0,False,6,2.33,23,yes,0,1,0,0,2.536777482,-16.80901887,0.411522633744856,suburban,True
52.0,64.41,3.67,0.0,257.5,1.67,119.75,1.09,0.0,29.99,0.7958,2.81,False,False,True,D,29.99,1040991,74.0,False,3,0.0,18,unknown,0,2,0,0,1.507836991,0.505351284,0.411522633744856,suburban,True
28.0,31.72,6.33,0.0,267.5,5.67,0.0,11.1,0.0,39.99,0.0248,-0.67,False,True,True,B,0.0,1057449,395.0,True,9,3.67,13,unknown,0,1,0,0,2.0215194,8.298091877000001,0.0,,True
44.0,34.91,1.67,0.33,74.25,2.0,8.25,11.12,0.0,38.86,0.895,3.075,False,False,True,G,0.0,1020313,785.0,False,5,0.33,26,no,0,1,0,0,1.363636364,-12.0977348,0.0,,True
,82.01,28.67,54.33,890.75,41.33,12.5,209.84,0.0,84.99,-0.1206,-15.795,False,False,False,A,29.99,1005020,258.0,True,0,0.0,33,unknown,1,4,0,0,1.861997557,12.56805897,0.0,,True
44.0,35.24,3.33,8.67,468.5,11.67,0.0,38.62,0.0,44.99,-0.005,-3.95,False,False,True,B,0.0,1083859,307.0,False,7,9.33,11,yes,0,1,0,0,1.419014798,10.45609568,0.0,,True
44.0,39.63,13.67,32.0,1407.0,73.33,13.25,426.51,0.0,44.99,0.0682,2.32,True,True,True,A,0.0,1076826,330.0,False,7,5.0,11,yes,0,1,0,0,0.391225451,13.01719109,0.411522633744856,suburban,True
26.0,30.25,1.67,3.67,124.0,22.33,0.0,30.76,0.0,30.0,-0.005,-1.0,True,True,True,C,0.0,1028625,641.0,False,5,0.0,21,yes,0,1,0,0,4.162633107,1.884331688,0.0,,False
,40.72,4.67,0.0,235.75,18.67,0.0,16.86,0.0,34.99,-0.0036,-1.835,False,False,False,D,0.0,1007745,990.0,True,0,0.0,33,unknown,0,1,0,0,0.535513838,-10.90487871,2.7777777777777777,rural,True
42.0,49.95,7.67,2.33,386.25,13.67,27.75,13.98,0.0,49.99,-0.1992,-1.225,False,True,True,C,0.0,1010487,1026.0,False,8,0.0,34,unknown,0,1,0,0,2.715090909,8.188904563,0.0,,False
44.0,40.05,11.67,3.33,158.25,10.0,8.5,37.83,0.52,30.0,-0.076,-3.165,False,False,True,E,0.0,1043714,451.0,False,6,0.33,15,no,0,1,0,0,1.196176471,2.732830138,0.0,,True
,76.9,23.33,75.67,1229.25,106.0,19.25,267.14,0.0,75.2,-0.0382,4.455,False,False,True,D,0.0,1096263,219.0,False,3,17.0,8,no,0,1,0,0,1.17365762,-8.943836836000001,0.411522633744856,suburban,True
,29.99,0.0,0.0,233.25,0.0,0.0,0.0,0.0,39.99,0.0,1.915,False,False,False,C,0.0,1072245,306.0,True,0,0.0,10,unknown,0,1,0,0,0.0,5.913660799,0.0,,True
,65.89,4.33,2.33,297.5,9.67,53.0,48.07,0.0,59.99,0.948,4.43,False,False,False,C,29.99,1014826,433.0,True,0,0.0,27,unknown,0,2,0,0,1.398193999,13.7642149,2.7777777777777777,rural,True
52.0,91.15,19.0,7.33,1072.5,33.67,0.0,320.67,8.75,75.0,-0.2636,0.49,True,False,True,A,9.99,1000807,505.0,False,9,0.0,48,no,0,3,0,0,1.90937598,-0.5509418629999999,0.411522633744856,suburban,True
26.0,40.48,7.33,5.67,470.25,28.33,0.0,51.14,0.0,44.99,-0.0052,-1.585,False,False,True,D,59.99,1040871,538.0,False,6,2.67,18,unknown,0,2,0,0,0.333314917,6.5897475289999985,0.411522633744856,suburban,True
26.0,150.53,19.67,15.33,941.75,60.33,0.0,341.26,0.0,99.47,-1.1514,3.125,True,False,True,D,149.99,1048095,83.0,False,5,1.67,13,unknown,1,3,0,0,2.891920142,-5.741314339,1.0204081632653061,town,True
40.0,30.9,0.0,0.0,41.75,1.67,0.0,8.48,0.2,39.99,-0.0152,-0.415,True,False,True,E,9.99,1068419,222.0,False,3,0.0,15,unknown,0,3,0,0,21.0,1.898265174,1.0204081632653061,town,True
48.0,37.83,1.0,0.0,52.75,0.0,0.0,0.0,2.35,32.49,-0.047,-0.655,False,True,True,A,0.0,1017897,764.0,False,9,0.0,25,no,0,1,0,0,0.36239782,0.001536265,0.411522633744856,suburban,False
42.0,11.25,3.33,1.33,379.25,8.0,5.0,17.37,0.0,10.0,-0.035,1.435,True,False,True,A,0.0,1039673,490.0,False,7,0.0,16,yes,0,1,0,0,0.310318076,-4.28029302,0.411522633744856,suburban,False
,54.24,4.67,1.33,432.25,7.33,0.0,71.93,0.0,59.99,-0.005,0.915,False,False,True,G,29.99,1070385,236.0,False,1,0.0,14,no,2,2,0,0,1.165405687,-5.06293071,0.0,,True
,70.18,5.0,14.0,897.5,46.0,93.0,258.86,0.0,37.25,-2.064,-15.57,False,True,False,F,0.0,1094284,262.0,True,1,3.0,9,unknown,0,1,0,0,1.761358025,4.191634905,0.411522633744856,suburban,True
48.0,84.39,18.33,88.33,722.0,76.67,111.0,222.15,0.0,49.99,-0.888,-3.16,True,False,True,D,199.99,1093655,89.0,False,1,1.67,8,yes,1,2,0,0,1.764495413,-8.367671168,0.411522633744856,suburban,True
40.0,37.29,0.67,3.0,306.0,3.33,16.0,153.59,0.0,32.49,-0.096,-1.78,False,True,True,B,0.0,1039992,548.0,False,6,0.0,18,yes,0,1,0,0,0.243461538,-3.152377786,0.411522633744856,suburban,True
,53.27,12.0,9.33,935.5,37.67,42.25,271.28,1.1,69.99,-0.038,-4.41,False,True,False,B,149.99,1072825,290.0,True,0,8.0,12,unknown,0,2,0,0,1.245186414,-0.390269558,0.411522633744856,suburban,True
,119.41,3.0,0.0,551.0,17.0,17.5,27.55,65.1,54.99,0.2696,1.46,False,True,False,C,0.0,1050466,388.0,True,0,0.0,13,unknown,0,1,0,0,0.967213115,6.95817675,0.411522633744856,suburban,True
24.0,63.41,44.0,35.67,1618.25,97.33,48.5,397.08,0.8,49.99,0.207,-8.345,False,True,True,A,129.99,1011707,114.0,False,4,0.0,33,no,0,4,0,0,0.511165836,1.948297099,2.7777777777777777,rural,True
48.0,52.22,11.33,8.67,560.75,28.0,0.0,99.55,0.74,59.99,-0.0446,1.765,True,True,True,B,59.99,1029155,340.0,False,9,0.67,23,yes,0,2,0,0,0.80125,-5.85981852,0.411522633744856,suburban,True
42.0,54.29,9.33,6.67,278.0,23.33,22.75,50.09,0.0,45.0,0.2024,2.32,True,False,True,B,149.99,1043989,16.0,False,6,1.0,19,yes,0,2,1,1,1.68520391,9.02185878,1.0204081632653061,town,True
,30.0,13.0,2.0,412.0,0.0,0.0,99.67,0.0,30.0,0.0,0.84,False,False,False,B,59.99,1057825,150.0,True,0,8.33,17,unknown,0,2,0,0,1.119319454,-16.13820783,0.0,,True
